date,spot,spx_exit,short_strike,credit,qty,pnl,win,vix_prev_close,vix_1550,vix_intraday_chg,day_range_pct,intraday_return_pct,dist_from_high_pct,dist_from_low_pct,mom_5,mom_10,mom_15,mom_30,mom_60,near_high,dow,prior_day_return,ema_bullish,afternoon_return,last_hour_return
20251124,6712.29,6705.08,6720,0.35,5,165.0,1,23.43,20.69,,1.252,1.161,-0.004,1.249,0.1821,0.0745,0.1081,0.159,0.2224,1,0,0.72,1,0.1018,0.2224
20251125,6770.86,6765.88,6775,0.6,5,290.0,1,20.52,18.42,,1.738,1.111,-0.074,1.664,-0.022,0.0797,0.0433,0.1666,0.2609,0,1,1.033,1,0.3407,0.2609
20251126,6816.67,6812.61,6820,0.75,5,365.0,1,18.56,17.14,,0.7,0.343,-0.215,0.485,-0.0664,-0.1564,-0.1118,-0.1572,-0.0888,0,2,1.028,0,-0.1395,-0.0888
20251201,6811.3,6812.66,6815,1.2,6,708.0,1,17.19,17.12,,0.642,0.003,-0.457,0.185,-0.093,-0.1253,-0.1215,-0.0905,-0.0421,0,0,0.281,0,-0.3575,-0.0421
20251202,6830.22,6829.37,6835,0.3,5,140.0,1,17.24,16.46,,0.656,-0.029,-0.331,0.326,-0.1061,-0.1379,-0.1594,-0.1291,-0.1246,0,1,0.005,0,0.1455,-0.1246
20251203,6851.64,6850.0,6855,0.35,5,165.0,1,16.59,16.05,,0.763,0.508,-0.184,0.579,-0.0598,-0.1258,-0.1024,-0.1301,-0.1522,0,2,-0.023,0,-0.0426,-0.1522
20251205,6863.3,6870.4,6870,0.15,5,-135.0,0,15.78,15.47,,0.546,-0.048,-0.477,0.069,0.0259,-0.0789,-0.085,-0.1083,-0.1448,0,4,-0.139,0,-0.1764,-0.1448
20251209,6839.8,6840.52,6845,0.4,5,190.0,1,16.66,16.76,,0.374,-0.015,-0.37,0.004,-0.0898,-0.0793,-0.0806,-0.0796,-0.1396,0,1,-0.417,0,-0.2076,-0.1396
20251210,6890.03,6886.8,6895,1.05,6,618.0,1,16.93,15.7,,1.112,0.856,-0.127,0.985,-0.0157,-0.0634,-0.061,-0.0437,0.1018,0,2,-0.001,1,0.6243,0.1018
20251211,6895.55,6900.99,6900,0.8,5,-105.0,0,15.77,15.0,,1.02,0.526,-0.089,0.932,-0.0516,0.0435,0.0363,-0.0046,-0.0358,0,3,0.78,1,0.1702,-0.0358
20251216,6810.0,6800.21,6815,0.25,5,115.0,1,16.5,16.34,,0.875,0.122,-0.16,0.716,0.0285,0.0141,-0.0019,0.1235,0.2822,0,1,-0.637,1,0.6403,0.2822
20251218,6780.28,6774.76,6785,1.1,6,648.0,1,17.62,16.41,,0.85,0.072,-0.49,0.36,-0.0659,-0.1441,-0.0685,-0.0211,0.2234,0,3,-1.196,1,-0.1327,0.2234
20251219,6831.11,6834.73,6835,1.1,6,648.0,1,16.87,15.04,,0.698,0.613,-0.085,0.613,0.0193,0.0854,0.0353,-0.0121,-0.0518,0,4,-0.049,0,-0.0028,-0.0518
20251222,6876.2,6878.49,6880,0.75,5,365.0,1,14.91,14.14,,0.383,0.192,-0.053,0.33,0.0451,0.0336,0.0035,0.0156,0.0449,0,0,0.62,0,-0.0235,0.0449
20251229,6905.28,6905.75,6910,0.05,5,15.0,1,13.6,14.08,,0.456,0.009,-0.231,0.224,-0.0508,-0.0518,-0.0679,-0.0978,-0.1068,0,0,-0.088,0,0.1073,-0.1068
20251230,6900.89,6896.26,6905,0.1,5,40.0,1,14.2,14.17,,0.287,-0.007,-0.192,0.094,-0.0453,-0.0545,-0.083,-0.0591,-0.0356,0,1,0.031,0,-0.0248,-0.0356
20260105,6897.98,6902.1,6905,0.2,5,90.0,1,14.51,14.93,,0.418,0.098,-0.312,0.107,-0.0733,-0.108,-0.0934,-0.0967,-0.0465,0,0,-0.286,0,-0.1819,-0.0465
20260106,6945.85,6944.82,6950,0.55,5,265.0,1,14.9,14.66,,0.644,0.575,-0.011,0.633,-0.0065,0.0232,0.0102,0.0262,0.0514,1,1,0.144,1,0.1902,0.0514
20260108,6921.8,6921.35,6925,0.6,5,290.0,1,15.38,15.52,,0.462,0.13,-0.119,0.344,0.0368,0.0486,0.0397,0.0691,0.1564,0,3,-0.348,1,-0.0543,0.1564
20260109,6968.78,6966.28,6975,0.15,5,65.0,1,15.45,14.52,,0.876,0.62,-0.11,0.767,-0.0181,-0.0406,-0.0477,-0.0965,-0.0565,0,4,0.105,0,0.0998,-0.0565
20260112,6978.97,6977.32,6985,0.15,5,65.0,1,14.49,15.11,,0.753,0.538,-0.07,0.682,0.0509,0.0438,0.0503,0.0416,-0.0457,0,0,0.555,0,0.1437,-0.0457
20260121,6874.72,6875.63,6880,0.75,5,365.0,1,20.09,17.15,,1.548,0.966,-0.497,1.051,0.0316,-0.0095,-0.0985,-0.0976,-0.3559,0,2,-0.995,0,0.7791,-0.3559
20260123,6914.88,6915.62,6920,0.1,5,40.0,1,15.64,15.71,,0.542,0.092,-0.272,0.271,-0.0389,-0.0127,-0.0278,0.0315,-0.0408,0,4,-0.016,1,0.1548,-0.0408
20260126,6951.13,6950.3,6955,1.05,6,618.0,1,16.09,16.0,,0.622,0.435,-0.164,0.458,-0.0405,-0.1007,-0.0922,-0.0803,-0.0928,0,0,0.112,0,-0.024,-0.0928
20260127,6979.91,6978.56,6985,0.05,5,15.0,1,16.15,16.25,,0.431,0.2,-0.128,0.302,-0.0186,-0.0292,-0.0474,-0.0566,-0.0692,0,1,0.391,0,0.0582,-0.0692
20260202,6977.65,6976.5,6985,0.05,5,15.0,1,17.44,16.57,,1.122,0.863,-0.226,0.896,0.0143,-0.0226,0.0043,-0.0961,-0.1467,0,0,-0.117,0,-0.1633,-0.1467
20260206,6937.06,6932.25,6945,0.95,6,558.0,1,21.77,17.37,,1.88,1.827,-0.053,1.827,0.0306,0.1563,0.2467,0.2846,0.3692,0,4,-0.575,1,0.3915,0.3692
20260209,6965.35,6964.77,6970,0.15,5,65.0,1,17.76,17.3,,1.073,0.687,-0.222,0.851,-0.068,-0.0627,-0.0326,-0.0861,-0.1691,0,0,1.695,0,-0.027,-0.1691
20260217,6840.67,6843.24,6845,0.75,5,365.0,1,20.6,20.24,,1.342,0.322,-0.37,0.972,-0.0253,-0.0625,-0.006,-0.0797,-0.2284,0,1,0.028,0,0.2566,-0.2284
20260218,6887.62,6881.32,6895,0.25,5,115.0,1,20.29,19.34,,0.867,0.482,-0.3,0.567,0.0686,0.1745,0.243,0.4099,0.3303,0,2,0.343,1,-0.2537,0.3303
20260224,6890.4,6890.11,6895,1.5,7,1036.0,1,21.01,19.23,,1.225,0.84,-0.064,1.161,-0.0448,0.0714,0.1489,0.139,0.0865,0,1,-0.92,1,0.054,0.0865
20260225,6949.42,6946.2,6955,0.3,5,140.0,1,19.55,17.97,,0.54,0.51,-0.03,0.51,-0.0007,0.0275,0.0407,0.0439,0.0248,1,2,0.771,1,0.1157,0.0248
20260227,6869.15,6878.88,6875,0.85,6,-1830.0,0,18.63,19.99,,0.669,0.212,-0.095,0.574,0.0065,0.0486,0.1094,-0.033,0.3136,0,4,-0.516,1,0.1676,0.3136
20260302,6885.03,6881.59,6890,0.3,5,140.0,1,19.86,21.3,,1.526,0.854,-0.27,1.257,0.0523,0.0749,0.1133,0.1518,-0.2436,0,0,0.326,0,-0.0754,-0.2436
20260303,6815.14,6816.63,6820,0.6,5,290.0,1,21.44,23.44,,1.906,0.238,-0.347,1.559,0.032,-0.0512,-0.0613,-0.0305,-0.144,0,1,0.839,0,0.3009,-0.144
20260309,6788.12,6795.9,6795,0.3,5,-310.0,0,29.49,25.59,,2.603,1.265,-0.386,2.217,0.0174,-0.0611,-0.1603,0.3014,1.0029,0,0,-0.429,1,0.9242,1.0029
20260319,6608.77,6606.48,6615,0.05,5,15.0,1,25.09,24.41,,1.199,0.342,-0.473,0.726,0.0226,-0.0428,-0.0956,-0.0095,0.3984,0,3,-1.082,0,0.3831,0.3984
20260323,6587.84,6581.04,6595,1.15,6,678.0,1,26.78,25.65,,1.309,0.271,-0.895,0.414,-0.0764,-0.1971,-0.1397,-0.1374,-0.3234,0,0,-1.334,0,0.1332,-0.3234
20260324,6553.24,6556.33,6560,0.35,5,165.0,1,26.15,26.83,,1.078,0.039,-0.627,0.451,-0.0723,-0.1061,-0.1548,-0.3175,-0.313,0,1,0.092,0,-0.3678,-0.313
