date,actual_range,pred_range_ensemble,pred_range_sim,pred_range_naive,pred_bucket,actual_bucket,danger_prob,action,is_danger,pred_danger
2025-08-28,0.006365055275885822,0.00815398455054837,0.006979673681165542,0.004521637940906162,NORMAL,CALM,0.0,TRADE,False,False
2025-08-29,0.0072719931949307955,0.007485445795922464,0.006608944434061251,0.006365055275885822,NORMAL,NORMAL,0.049605710985385576,TRADE,False,False
2025-09-02,0.008741687508103562,0.00832217177977567,0.00595457325617949,0.0072719931949307955,NORMAL,NORMAL,0.0,TRADE,False,False
2025-09-03,0.005817723734140886,0.011409812756327223,0.00897641949588708,0.008741687508103562,NORMAL,CALM,0.048041839430184766,TRADE,False,False
2025-09-04,0.00876002849797113,0.01003600348304964,0.005459766724325546,0.005817723734140886,NORMAL,NORMAL,0.0,TRADE,False,False
2025-09-05,0.013580780140540486,0.00871300884713791,0.006788627636386703,0.00876002849797113,NORMAL,VOLATILE,0.10062276087437905,TRADE,False,False
2025-09-08,0.0039057630780737276,0.004619593693991798,0.006667106768452507,0.013580780140540486,CALM,CALM,0.0,TRADE,False,False
2025-09-09,0.005404923323897086,0.005404212539630492,0.006376697474107962,0.0039057630780737276,CALM,CALM,0.0,TRADE,False,False
2025-09-10,0.006050113811754916,0.006688155262377789,0.006249249166179757,0.005404923323897086,CALM,CALM,0.0,TRADE,False,False
2025-09-11,0.007184475795685675,0.00732413304713554,0.007282634682770787,0.006050113811754916,NORMAL,NORMAL,0.0,TRADE,False,False
2025-09-12,0.0031438429535130407,0.006509204052421367,0.006416560170741374,0.007184475795685675,CALM,CALM,0.0,TRADE,False,False
2025-09-15,0.002657685557182669,0.00662069911703969,0.005341313755604406,0.0031438429535130407,CALM,CALM,0.0,TRADE,False,False
2025-09-16,0.0040578913759241,0.007459592924537741,0.00610768417324018,0.002657685557182669,NORMAL,CALM,0.0,TRADE,False,False
2025-09-17,0.01108878751587854,0.013391069104905912,0.013027071972326403,0.0040578913759241,VOLATILE,NORMAL,0.23113069052075147,TRADE,False,False
2025-09-18,0.006776975486090654,0.008497339163747467,0.006788542604961499,0.01108878751587854,NORMAL,CALM,0.0,TRADE,False,False
2025-09-19,0.00624481917705579,0.007015023362610788,0.006615060278963283,0.006776975486090654,NORMAL,CALM,0.0,TRADE,False,False
2025-09-22,0.007635687106644205,0.0065933422375112445,0.007130476320137638,0.00624481917705579,CALM,NORMAL,0.051820217547547946,TRADE,False,False
2025-09-23,0.008059840656023888,0.008354377500194835,0.007259175396908564,0.007635687106644205,NORMAL,NORMAL,0.04918674242518869,TRADE,False,False
2025-09-24,0.007631424677538519,0.00919482074768587,0.008547418144907993,0.008059840656023888,NORMAL,NORMAL,0.049726618785462987,TRADE,False,False
2025-09-25,0.007533076379462417,0.008896611935660013,0.008995871134049926,0.007631424677538519,NORMAL,NORMAL,0.0496955537941361,TRADE,False,False
2025-09-26,0.006732795394973526,0.008727707787611557,0.007180984067410715,0.007533076379462417,NORMAL,CALM,0.049654663874548116,TRADE,False,False
2025-09-29,0.004926759117206522,0.006015411266494606,0.007443719250991989,0.006732795394973526,CALM,CALM,0.05094399251159947,TRADE,False,False
2025-09-30,0.007549363825251383,0.006853660033609888,0.0066546717866601155,0.004926759117206522,CALM,NORMAL,0.0,TRADE,False,False
2025-10-01,0.009344448245440267,0.0063420454727029715,0.0070705091244779,0.007549363825251383,CALM,NORMAL,0.0,TRADE,False,False
2025-10-02,0.005750737969280873,0.008478417523767073,0.006337151295970615,0.009344448245440267,NORMAL,CALM,0.0,TRADE,False,False
2025-10-03,0.006724049186717298,0.008509244904146554,0.006942701983829795,0.005750737969280873,NORMAL,CALM,0.048928457167976204,TRADE,False,False
2025-10-06,0.0047134927070061885,0.007440646174377413,0.005750092651771716,0.006724049186717298,NORMAL,CALM,0.0,TRADE,False,False
