iteration,timestamp,idea,entry_time,direction,width,otm_distance,interval,filters,qty,num_trades,win_rate,total_pnl,max_drawdown,sharpe,calmar,profit_factor,avg_win,avg_loss,max_single_loss,verdict,notes
257,2026-04-03 14:50:54,asym_p10_c12,15:55:00,always_call,20.0,12.0,single,none,7,186,99.5,23632.0,-1918.0,8.05,12.32,13.32,138.11,-1918.0,-1918.0,CREATIVE,
258,2026-04-03 14:51:02,asym_p10_c15,15:55:00,always_call,20.0,15.0,single,none,7,151,99.3,20097.0,-1918.0,7.45,10.48,11.48,146.77,-1918.0,-1918.0,CREATIVE,
259,2026-04-03 14:51:11,asym_p12_c12,15:55:00,always_call,20.0,12.0,single,none,7,148,100.0,15358.0,0.0,13.06,0,inf,103.77,0,21.0,CREATIVE,
260,2026-04-03 14:51:19,asym_p12_c15,15:55:00,always_call,20.0,15.0,single,none,7,113,100.0,11823.0,0.0,12.93,0,inf,104.63,0,21.0,CREATIVE,
261,2026-04-03 14:51:27,asym_p15_c10,15:55:00,always_call,20.0,10.0,single,none,7,134,97.8,8575.0,-1456.0,5.16,5.89,3.9,88.06,-987.0,-1456.0,CREATIVE,
262,2026-04-03 14:51:35,asym_p15_c12,15:55:00,always_call,20.0,12.0,single,none,7,114,100.0,9604.0,0.0,12.78,0,inf,84.25,0,21.0,CREATIVE,
263,2026-04-03 14:52:53,composite_ema_bearish_skip,15:55:00,both_sides,20.0,12.0,single,none,7,108,100.0,10773.0,0.0,11.53,0,inf,99.75,0,21.0,CREATIVE,
264,2026-04-03 14:52:53,composite_atr<100,15:55:00,both_sides,20.0,12.0,single,none,7,184,99.5,18543.0,-455.0,11.48,40.75,41.75,103.81,-455.0,-455.0,CREATIVE,
265,2026-04-03 14:52:53,composite_atr<120,15:55:00,both_sides,20.0,12.0,single,none,7,214,99.5,22638.0,-455.0,11.38,49.75,50.75,108.42,-455.0,-455.0,CREATIVE,
266,2026-04-03 14:52:53,composite_ema_bear+atr>100 ski,15:55:00,both_sides,20.0,12.0,single,none,7,185,99.5,18564.0,-455.0,11.44,40.8,41.8,103.36,-455.0,-455.0,CREATIVE,
267,2026-04-03 14:52:53,composite_gap<0.7 (post-hoc),15:55:00,both_sides,20.0,12.0,single,none,7,159,100.0,15834.0,0.0,11.87,0,inf,99.58,0,21.0,CREATIVE,
268,2026-04-03 14:52:53,composite_vix1d<20,15:55:00,both_sides,20.0,12.0,single,none,7,144,100.0,16149.0,0.0,11.45,0,inf,112.15,0,21.0,CREATIVE,
269,2026-04-03 14:52:53,composite_vix1d<22,15:55:00,both_sides,20.0,12.0,single,none,7,155,100.0,17010.0,0.0,11.41,0,inf,109.74,0,21.0,CREATIVE,
270,2026-04-03 14:52:53,composite_vix1d<25,15:55:00,both_sides,20.0,12.0,single,none,7,175,99.4,19250.0,-574.0,10.75,33.54,34.54,113.93,-574.0,-574.0,CREATIVE,
271,2026-04-03 15:19:28,fill_sim_Baseline_(15:55_bid/,15:55:00,both_sides,20.0,12.0,single,none,7,148,100.0,15358.0,0.0,13.06,0,inf,103.77,0,21.0,VALIDATION,
272,2026-04-03 15:19:32,fill_sim_10%%_credit_haircut,15:55:00,both_sides,20.0,12.0,single,none,7,90,100.0,12600.0,0.0,18.11,0,inf,140.0,0,49.0,VALIDATION,
273,2026-04-03 15:19:36,fill_sim_20%%_credit_haircut,15:55:00,both_sides,20.0,12.0,single,none,7,90,100.0,11060.0,0.0,17.92,0,inf,122.89,0,42.0,VALIDATION,
274,2026-04-03 15:19:41,fill_sim_30%%_credit_haircut,15:55:00,both_sides,20.0,12.0,single,none,7,90,100.0,9520.0,0.0,17.66,0,inf,105.78,0,35.0,VALIDATION,
275,2026-04-03 15:19:45,fill_sim_50%%_credit_haircut,15:55:00,both_sides,20.0,12.0,single,none,7,66,100.0,5936.0,0.0,19.31,0,inf,89.94,0,38.5,VALIDATION,
276,2026-04-03 15:19:48,fill_sim_Stale_quote_(15:54_f,15:55:00,both_sides,20.0,12.0,single,none,7,175,100.0,29610.0,0.0,11.01,0,inf,169.2,0,21.0,VALIDATION,
277,2026-04-03 15:19:52,fill_sim_Stale_+_10%%_haircut,15:55:00,both_sides,20.0,12.0,single,none,7,121,100.0,25459.0,0.0,13.47,0,inf,210.4,0,49.0,VALIDATION,
278,2026-04-03 15:19:56,fill_sim_Stale_+_20%%_haircut,15:55:00,both_sides,20.0,12.0,single,none,7,121,100.0,22442.0,0.0,13.37,0,inf,185.47,0,42.0,VALIDATION,
279,2026-04-03 15:20:35,vix_intraday_change_-2.0,15:55:00,both_sides,20.0,12.0,single,none,7,12,100.0,1407.0,0.0,18.0,0,inf,117.25,0,21.0,CREATIVE,
280,2026-04-03 15:20:35,vix_intraday_change_-1.0,15:55:00,both_sides,20.0,12.0,single,none,7,46,100.0,4046.0,0.0,13.72,0,inf,87.96,0,21.0,CREATIVE,
281,2026-04-03 15:20:35,vix_intraday_change_-0.5,15:55:00,both_sides,20.0,12.0,single,none,7,68,97.1,4942.0,-574.0,7.93,8.61,5.8,90.47,-514.5,-574.0,CREATIVE,
282,2026-04-03 15:20:35,vix_intraday_change_0.0,15:55:00,both_sides,20.0,12.0,single,none,7,110,98.2,7504.0,-574.0,8.78,13.07,8.29,79.01,-514.5,-574.0,CREATIVE,
283,2026-04-03 15:20:35,vix_intraday_change_0.5,15:55:00,both_sides,20.0,12.0,single,none,7,130,98.5,9009.0,-574.0,9.15,15.7,9.76,78.42,-514.5,-574.0,CREATIVE,
284,2026-04-03 15:20:35,vix_intraday_change_1.0,15:55:00,both_sides,20.0,12.0,single,none,7,151,98.7,11515.0,-574.0,9.57,20.06,12.19,84.19,-514.5,-574.0,CREATIVE,
285,2026-04-03 15:20:35,vix_intraday_change_2.0,15:55:00,both_sides,20.0,12.0,single,none,7,186,98.9,15890.0,-574.0,10.29,27.68,16.44,91.95,-514.5,-574.0,CREATIVE,
286,2026-04-03 15:21:15,intraday_range1500_0.5,15:55:00,both_sides,20.0,12.0,single,none,7,4,100.0,119.0,0.0,26.99,0,inf,29.75,0,21.0,CREATIVE,
287,2026-04-03 15:21:15,intraday_range1500_0.75,15:55:00,both_sides,20.0,12.0,single,none,7,14,100.0,1484.0,0.0,8.35,0,inf,106.0,0,21.0,CREATIVE,
288,2026-04-03 15:21:16,intraday_range1500_1.0,15:55:00,both_sides,20.0,12.0,single,none,7,45,97.8,2835.0,-574.0,7.04,4.94,5.94,77.48,-574.0,-574.0,CREATIVE,
289,2026-04-03 15:21:16,intraday_range1500_1.25,15:55:00,both_sides,20.0,12.0,single,none,7,91,98.9,6566.0,-574.0,8.45,11.44,12.44,79.33,-574.0,-574.0,CREATIVE,
290,2026-04-03 15:21:16,intraday_range1500_1.5,15:55:00,both_sides,20.0,12.0,single,none,7,131,99.2,9996.0,-574.0,9.93,17.41,18.41,81.31,-574.0,-574.0,CREATIVE,
291,2026-04-03 15:21:16,intraday_range1500_2.0,15:55:00,both_sides,20.0,12.0,single,none,7,175,99.4,16450.0,-574.0,10.34,28.66,29.66,97.84,-574.0,-574.0,CREATIVE,
292,2026-04-03 15:21:16,intraday_range1500_2.5,15:55:00,both_sides,20.0,12.0,single,none,7,205,99.0,19859.0,-574.0,10.36,34.6,20.3,102.9,-514.5,-574.0,CREATIVE,
293,2026-04-03 15:21:17,intraday_range1500_3.0,15:55:00,both_sides,20.0,12.0,single,none,7,216,99.1,21805.0,-574.0,10.59,37.99,22.19,106.7,-514.5,-574.0,CREATIVE,
294,2026-04-03 15:21:17,afternoon_ret_0.25,15:55:00,both_sides,20.0,12.0,single,none,7,91,100.0,8211.0,0.0,10.47,0,inf,90.23,0,21.0,CREATIVE,
295,2026-04-03 15:21:17,afternoon_ret_0.5,15:55:00,both_sides,20.0,12.0,single,none,7,161,99.4,16786.0,-574.0,11.1,29.24,30.24,108.5,-574.0,-574.0,CREATIVE,
296,2026-04-03 15:21:17,afternoon_ret_0.75,15:55:00,both_sides,20.0,12.0,single,none,7,195,99.0,20489.0,-574.0,10.72,35.7,20.91,111.49,-514.5,-574.0,CREATIVE,
297,2026-04-03 15:21:17,afternoon_ret_1.0,15:55:00,both_sides,20.0,12.0,single,none,7,212,99.1,21651.0,-574.0,10.74,37.72,22.04,108.0,-514.5,-574.0,CREATIVE,
298,2026-04-03 15:21:18,afternoon_ret_1.5,15:55:00,both_sides,20.0,12.0,single,none,7,222,99.1,22736.0,-574.0,10.82,39.61,23.1,108.02,-514.5,-574.0,CREATIVE,
299,2026-04-03 15:21:18,last_hr_ret_0.1,15:55:00,both_sides,20.0,12.0,single,none,7,39,100.0,2709.0,0.0,12.02,0,inf,69.46,0,21.0,CREATIVE,
300,2026-04-03 15:21:18,last_hr_ret_0.2,15:55:00,both_sides,20.0,12.0,single,none,7,91,100.0,7301.0,0.0,11.34,0,inf,80.23,0,21.0,CREATIVE,
301,2026-04-03 15:21:18,last_hr_ret_0.3,15:55:00,both_sides,20.0,12.0,single,none,7,129,99.2,10024.0,-574.0,9.96,17.46,18.46,82.8,-574.0,-574.0,CREATIVE,
302,2026-04-03 15:21:18,last_hr_ret_0.5,15:55:00,both_sides,20.0,12.0,single,none,7,172,98.8,13531.0,-574.0,9.8,23.57,14.15,85.65,-514.5,-574.0,CREATIVE,
303,2026-04-03 15:23:27,wed_d12,15:55:00,both_sides,20.0,12.0,single,none,7,79,98.7,-2632.0,-13734.0,-0.38,-0.19,0.81,142.33,-13734.0,-13734.0,CREATIVE,
304,2026-04-03 15:23:28,wed_d15,15:55:00,both_sides,20.0,12.0,single,none,7,48,97.9,-7378.0,-12390.0,-1.55,-0.6,0.4,106.64,-12390.0,-12390.0,CREATIVE,
305,2026-04-03 15:23:29,wed_d18,15:55:00,both_sides,20.0,12.0,single,none,7,26,96.2,-9800.0,-12390.0,-2.77,-0.79,0.21,103.6,-12390.0,-12390.0,CREATIVE,
306,2026-04-03 15:23:30,wed_d20,15:55:00,both_sides,20.0,12.0,single,none,7,18,94.4,-7238.0,-8960.0,-3.37,-0.81,0.19,101.29,-8960.0,-8960.0,CREATIVE,
307,2026-04-03 15:23:31,wed_d25,15:55:00,both_sides,20.0,12.0,single,none,7,8,87.5,-4858.0,-5460.0,-5.24,-0.89,0.11,86.0,-5460.0,-5460.0,CREATIVE,
308,2026-04-03 15:23:32,thu_d15_oi1000,15:55:00,both_sides,20.0,12.0,single,none,7,37,100.0,3087.0,0.0,11.86,0,inf,83.43,0,21.0,CREATIVE,
309,2026-04-03 15:23:33,thu_d15_oi5000,15:55:00,both_sides,20.0,12.0,single,none,7,27,100.0,2282.0,0.0,11.68,0,inf,84.52,0,21.0,CREATIVE,
310,2026-04-03 15:23:35,thu_d20_oi1000,15:55:00,both_sides,20.0,12.0,single,none,7,12,100.0,777.0,0.0,16.83,0,inf,64.75,0,21.0,CREATIVE,
311,2026-04-03 15:23:36,thu_d20_oi5000,15:55:00,both_sides,20.0,12.0,single,none,7,10,100.0,700.0,0.0,15.88,0,inf,70.0,0,21.0,CREATIVE,
312,2026-04-03 15:23:40,mega_combined,15:55:00,both_sides,15.0,12.0,single,none,7,192,100.0,29214.0,0.0,11.39,0,inf,152.16,0,21.0,CREATIVE,
313,2026-04-03 15:24:23,optimized_mega,15:55:00,both_sides,15.0,10.0,single,none,10,219,100.0,31601.0,0.0,11.22,0,inf,144.3,0,21.0,FINAL,
314,2026-04-03 16:48:38,adaptive_otm_Fixed d=12,11:00:00,always_put,10.0,10.0,single,none,1,161,100.0,17556.0,0.0,12.0,0,inf,109.04,0,21.0,CREATIVE,
315,2026-04-03 16:48:41,"adaptive_otm_Calm<1%→d=10, else d=12",11:00:00,always_put,10.0,10.0,single,none,1,188,98.9,17094.0,-1456.0,7.36,11.74,7.33,106.43,-1351.0,-1456.0,CREATIVE,
316,2026-04-03 16:48:45,"adaptive_otm_Calm<1%→d=10, Med<2%→d=12",11:00:00,always_put,10.0,10.0,single,none,1,177,98.9,13993.0,-1456.0,6.66,9.61,6.18,95.4,-1351.0,-1456.0,CREATIVE,
317,2026-04-03 16:48:48,"adaptive_otm_Calm<0.8%→d=8, Med<1.5%→d",11:00:00,always_put,10.0,10.0,single,none,1,184,100.0,14854.0,0.0,12.06,0,inf,80.73,0,21.0,CREATIVE,
318,2026-04-03 16:48:51,"adaptive_otm_Calm<1.5%→d=10, else d=15",11:00:00,always_put,10.0,10.0,single,none,1,185,97.8,13237.0,-2527.0,4.93,5.24,3.71,100.09,-1219.75,-1918.0,CREATIVE,
319,2026-04-03 16:49:31,straddle10am_10,15:55:00,both_sides,20.0,12.0,single,none,7,1,100.0,21.0,0.0,0,0,inf,21.0,0,21.0,CREATIVE,
320,2026-04-03 16:49:31,straddle10am_15,15:55:00,both_sides,20.0,12.0,single,none,7,1,100.0,21.0,0.0,0,0,inf,21.0,0,21.0,CREATIVE,
321,2026-04-03 16:49:31,straddle10am_20,15:55:00,both_sides,20.0,12.0,single,none,7,6,100.0,266.0,0.0,41.88,0,inf,44.33,0,21.0,CREATIVE,
322,2026-04-03 16:49:31,straddle10am_25,15:55:00,both_sides,20.0,12.0,single,none,7,12,100.0,637.0,0.0,22.81,0,inf,53.08,0,21.0,CREATIVE,
323,2026-04-03 16:49:31,straddle10am_30,15:55:00,both_sides,20.0,12.0,single,none,7,23,100.0,1673.0,0.0,7.57,0,inf,72.74,0,21.0,CREATIVE,
324,2026-04-03 16:49:31,straddle10am_40,15:55:00,both_sides,20.0,12.0,single,none,7,78,100.0,5908.0,0.0,10.46,0,inf,75.74,0,21.0,CREATIVE,
325,2026-04-03 16:50:21,ml_prob_0.1,15:55:00,both_sides,20.0,12.0,single,none,7,96,100.0,12621.0,0.0,12.78,0,inf,131.47,0,21.0,CREATIVE,
326,2026-04-03 16:50:21,ml_prob_0.2,15:55:00,both_sides,20.0,12.0,single,none,7,131,100.0,15036.0,0.0,11.8,0,inf,114.78,0,21.0,CREATIVE,
327,2026-04-03 16:50:21,ml_prob_0.3,15:55:00,both_sides,20.0,12.0,single,none,7,150,100.0,17080.0,0.0,12.15,0,inf,113.87,0,21.0,CREATIVE,
328,2026-04-03 16:50:21,ml_prob_0.4,15:55:00,both_sides,20.0,12.0,single,none,7,166,100.0,18515.0,0.0,12.04,0,inf,111.54,0,21.0,CREATIVE,
329,2026-04-03 16:50:21,ml_prob_0.5,15:55:00,both_sides,20.0,12.0,single,none,7,172,100.0,18886.0,0.0,11.9,0,inf,109.8,0,21.0,CREATIVE,
330,2026-04-03 16:51:00,wide_spread_w10_q15,15:55:00,both_sides,10,12.0,single,none,15,143,100.0,30360.0,0.0,12.65,0,inf,212.31,0,45.0,CREATIVE,
331,2026-04-03 16:51:03,wide_spread_w15_q10,15:55:00,both_sides,15,12.0,single,none,10,156,100.0,24480.0,0.0,11.14,0,inf,156.92,0,30.0,CREATIVE,
332,2026-04-03 16:51:06,wide_spread_w20_q7,15:55:00,both_sides,20,12.0,single,none,7,161,100.0,17556.0,0.0,12.0,0,inf,109.04,0,21.0,CREATIVE,
333,2026-04-03 16:51:09,wide_spread_w25_q6,15:55:00,both_sides,25,12.0,single,none,6,160,100.0,15060.0,0.0,11.63,0,inf,94.12,0,18.0,CREATIVE,
334,2026-04-03 16:51:12,wide_spread_w30_q5,15:55:00,both_sides,30,12.0,single,none,5,162,100.0,12930.0,0.0,11.72,0,inf,79.81,0,15.0,CREATIVE,
335,2026-04-03 16:51:16,wide_spread_w40_q3,15:55:00,both_sides,40,12.0,single,none,3,159,100.0,7791.0,0.0,11.75,0,inf,49.0,0,9.0,CREATIVE,
336,2026-04-03 16:51:19,wide_spread_w50_q3,15:55:00,both_sides,50,12.0,single,none,3,160,100.0,7800.0,0.0,11.69,0,inf,48.75,0,9.0,CREATIVE,
337,2026-04-03 16:52:00,wf_w10q15_full,15:55:00,both_sides,10.0,12.0,single,none,1,143,100.0,30360.0,0.0,12.65,0,inf,212.31,0,45.0,FINAL,
338,2026-04-03 16:52:11,mega_w10q15,15:55:00,both_sides,10.0,12.0,single,none,1,198,100.0,45585.0,0.0,12.41,0,inf,230.23,0,45.0,FINAL,
340,2026-04-03 16:54:01,ultra_w5_q30,15:55:00,both_sides,5,12.0,single,none,30,87,100.0,28230.0,0.0,15.28,0,inf,324.48,0,90.0,CREATIVE,
341,2026-04-03 16:54:04,ultra_w5_q25,15:55:00,both_sides,5,12.0,single,none,25,87,100.0,23525.0,0.0,15.28,0,inf,270.4,0,75.0,CREATIVE,
342,2026-04-03 16:54:07,ultra_w5_q20,15:55:00,both_sides,5,12.0,single,none,20,87,100.0,18820.0,0.0,15.28,0,inf,216.32,0,60.0,CREATIVE,
343,2026-04-03 16:54:11,ultra_w5_q15,15:55:00,both_sides,5,12.0,single,none,15,87,100.0,14115.0,0.0,15.28,0,inf,162.24,0,45.0,CREATIVE,
344,2026-04-03 16:54:14,ultra_w10_q15,15:55:00,both_sides,10,12.0,single,none,15,143,100.0,30360.0,0.0,12.65,0,inf,212.31,0,45.0,CREATIVE,
345,2026-04-03 16:54:17,ultra_w10_q10,15:55:00,both_sides,10,12.0,single,none,10,143,100.0,20240.0,0.0,12.65,0,inf,141.54,0,30.0,CREATIVE,
346,2026-04-03 16:54:52,mega_w5q30,15:55:00,both_sides,10.0,10.0,single,none,1,125,100.0,44400.0,0.0,15.77,0,inf,355.2,0,90.0,CREATIVE,
346,2026-04-03 16:58:13,finetune_d10,15:55:00,both_sides,10.0,10,single,none,15,202,98.0,40230.0,-5640.0,6.28,7.13,4.79,256.74,-2651.25,-4110.0,CREATIVE,
347,2026-04-03 16:58:16,finetune_d11,15:55:00,both_sides,10.0,11,single,none,15,169,99.4,36615.0,-2670.0,9.4,13.71,14.71,233.84,-2670.0,-2670.0,CREATIVE,
348,2026-04-03 16:58:20,finetune_d12,15:55:00,both_sides,10.0,12,single,none,15,143,100.0,30360.0,0.0,12.65,0,inf,212.31,0,45.0,CREATIVE,
349,2026-04-03 16:58:23,finetune_d13,15:55:00,both_sides,10.0,13,single,none,15,112,100.0,20865.0,0.0,12.98,0,inf,186.29,0,45.0,CREATIVE,
350,2026-04-03 16:58:26,finetune_d14,15:55:00,both_sides,10.0,14,single,none,15,88,100.0,15660.0,0.0,12.18,0,inf,177.95,0,45.0,CREATIVE,
351,2026-04-03 16:58:29,finetune_d15,15:55:00,both_sides,10.0,15,single,none,15,74,100.0,12180.0,0.0,11.37,0,inf,164.59,0,45.0,CREATIVE,
352,2026-04-03 16:58:32,finetune_put_d=10,15:55:00,both_sides,10.0,12.0,single,none,15,115,99.1,29145.0,-4110.0,7.47,7.09,8.09,291.71,-4110.0,-4110.0,CREATIVE,
353,2026-04-03 16:58:35,finetune_put_d=12,15:55:00,both_sides,10.0,12.0,single,none,15,77,100.0,18165.0,0.0,13.56,0,inf,235.91,0,45.0,CREATIVE,
354,2026-04-03 16:58:38,finetune_call_d=10,15:55:00,both_sides,10.0,12.0,single,none,15,87,96.6,11085.0,-3120.0,3.87,3.55,2.71,209.29,-2165.0,-3120.0,CREATIVE,
355,2026-04-03 16:58:41,finetune_call_d=12,15:55:00,both_sides,10.0,12.0,single,none,15,66,100.0,12195.0,0.0,15.14,0,inf,184.77,0,45.0,CREATIVE,
356,2026-04-03 16:58:47,dual_entry_5556,15:55:00,both_sides,10.0,12.0,single,none,15,219,100.0,25416.0,0.0,10.41,0,inf,116.05,0,24.0,CREATIVE,
357,2026-04-03 20:17:52,straddle_all_days_3,15:55:00,both_sides,10.0,12.0,single,none,15,124,98.4,16980.0,-14655.0,1.66,1.16,2.07,269.39,-7942.5,-14655.0,CREATIVE,
358,2026-04-03 20:17:57,straddle_all_days_4,15:55:00,both_sides,10.0,12.0,single,none,15,124,98.4,16980.0,-14655.0,1.66,1.16,2.07,269.39,-7942.5,-14655.0,CREATIVE,
359,2026-04-03 20:18:02,straddle_all_days_5,15:55:00,both_sides,10.0,12.0,single,none,15,124,98.4,16980.0,-14655.0,1.66,1.16,2.07,269.39,-7942.5,-14655.0,CREATIVE,
360,2026-04-03 20:18:08,straddle_all_days_6,15:55:00,both_sides,10.0,12.0,single,none,15,130,98.5,17250.0,-14655.0,1.64,1.18,2.09,258.87,-7942.5,-14655.0,CREATIVE,
361,2026-04-03 20:18:13,straddle_all_days_7,15:55:00,both_sides,10.0,12.0,single,none,15,147,98.6,18240.0,-14655.0,1.63,1.24,2.15,235.34,-7942.5,-14655.0,CREATIVE,
362,2026-04-03 20:18:18,straddle_all_days_8,15:55:00,both_sides,10.0,12.0,single,none,15,177,98.9,20190.0,-14655.0,1.68,1.38,2.27,206.14,-7942.5,-14655.0,CREATIVE,
363,2026-04-03 20:18:24,straddle_all_days_10,15:55:00,both_sides,10.0,12.0,single,none,15,224,99.1,26880.0,-14655.0,2.03,1.83,2.69,192.64,-7942.5,-14655.0,CREATIVE,
364,2026-04-03 20:18:29,straddle_all_days_15,15:55:00,both_sides,10.0,12.0,single,none,15,273,98.5,40770.0,-14655.0,2.8,2.78,3.39,215.07,-4271.25,-14655.0,CREATIVE,
365,2026-04-03 20:18:34,straddle_all_days_999,15:55:00,both_sides,10.0,12.0,single,none,15,277,98.6,42675.0,-14655.0,2.91,2.91,3.5,218.9,-4271.25,-14655.0,CREATIVE,
366,2026-04-03 20:18:40,straddle_sole_3,15:55:00,both_sides,10.0,12.0,single,none,15,158,97.5,29145.0,-14655.0,2.42,1.99,2.42,322.11,-5115.0,-14655.0,CREATIVE,
367,2026-04-03 20:18:46,straddle_sole_4,15:55:00,both_sides,10.0,12.0,single,none,15,158,97.5,29145.0,-14655.0,2.42,1.99,2.42,322.11,-5115.0,-14655.0,CREATIVE,
368,2026-04-03 20:18:52,straddle_sole_5,15:55:00,both_sides,10.0,12.0,single,none,15,158,97.5,29145.0,-14655.0,2.42,1.99,2.42,322.11,-5115.0,-14655.0,CREATIVE,
369,2026-04-03 20:18:58,straddle_sole_6,15:55:00,both_sides,10.0,12.0,single,none,15,165,97.6,29610.0,-14655.0,2.4,2.02,2.45,310.99,-5115.0,-14655.0,CREATIVE,
370,2026-04-03 20:19:05,straddle_sole_7,15:55:00,both_sides,10.0,12.0,single,none,15,185,97.8,30810.0,-14655.0,2.36,2.1,2.51,283.26,-5115.0,-14655.0,CREATIVE,
371,2026-04-03 20:19:11,straddle_sole_8,15:55:00,both_sides,10.0,12.0,single,none,15,220,98.2,32985.0,-14655.0,2.35,2.25,2.61,247.43,-5115.0,-14655.0,CREATIVE,
372,2026-04-03 20:19:16,straddle_skipwed_4,15:55:00,both_sides,10.0,12.0,single,none,15,122,97.5,31050.0,-3375.0,8.38,9.2,6.35,309.71,-1935.0,-3375.0,CREATIVE,
373,2026-04-03 20:19:20,straddle_skipwed_5,15:55:00,both_sides,10.0,12.0,single,none,15,122,97.5,31050.0,-3375.0,8.38,9.2,6.35,309.71,-1935.0,-3375.0,CREATIVE,
374,2026-04-03 20:19:25,straddle_skipwed_6,15:55:00,both_sides,10.0,12.0,single,none,15,128,97.7,31470.0,-3375.0,8.24,9.32,6.42,298.2,-1935.0,-3375.0,CREATIVE,
375,2026-04-03 20:19:30,straddle_skipwed_7,15:55:00,both_sides,10.0,12.0,single,none,15,142,97.9,32325.0,-3375.0,8.05,9.58,6.57,274.32,-1935.0,-3375.0,CREATIVE,
376,2026-04-03 20:19:35,straddle_skipwed_8,15:55:00,both_sides,10.0,12.0,single,none,15,167,98.2,33900.0,-3375.0,7.81,10.04,6.84,242.1,-1935.0,-3375.0,CREATIVE,
380,2026-04-03 20:20:09,s4_prior,15:55:00,both_sides,10.0,12.0,single,none,15,124,98.4,16980.0,-14655.0,1.66,1.16,2.07,269.39,-7942.5,-14655.0,CREATIVE,
381,2026-04-03 20:20:15,s5_prior,15:55:00,both_sides,10.0,12.0,single,none,15,124,98.4,16980.0,-14655.0,1.66,1.16,2.07,269.39,-7942.5,-14655.0,CREATIVE,
382,2026-04-03 20:20:20,s6_prior,15:55:00,both_sides,10.0,12.0,single,none,15,130,98.5,17250.0,-14655.0,1.64,1.18,2.09,258.87,-7942.5,-14655.0,CREATIVE,
383,2026-04-03 20:20:25,s7_prior,15:55:00,both_sides,10.0,12.0,single,none,15,147,98.6,18240.0,-14655.0,1.63,1.24,2.15,235.34,-7942.5,-14655.0,CREATIVE,
384,2026-04-03 20:20:31,s8_prior,15:55:00,both_sides,10.0,12.0,single,none,15,177,98.9,20190.0,-14655.0,1.68,1.38,2.27,206.14,-7942.5,-14655.0,CREATIVE,
385,2026-04-03 20:20:36,s10_prior,15:55:00,both_sides,10.0,12.0,single,none,15,224,99.1,26880.0,-14655.0,2.03,1.83,2.69,192.64,-7942.5,-14655.0,CREATIVE,
386,2026-04-03 20:20:42,s4_sole,15:55:00,both_sides,10.0,12.0,single,none,15,158,97.5,29145.0,-14655.0,2.42,1.99,2.42,322.11,-5115.0,-14655.0,CREATIVE,
387,2026-04-03 20:20:48,s5_sole,15:55:00,both_sides,10.0,12.0,single,none,15,158,97.5,29145.0,-14655.0,2.42,1.99,2.42,322.11,-5115.0,-14655.0,CREATIVE,
388,2026-04-03 20:20:54,s6_sole,15:55:00,both_sides,10.0,12.0,single,none,15,165,97.6,29610.0,-14655.0,2.4,2.02,2.45,310.99,-5115.0,-14655.0,CREATIVE,
389,2026-04-03 20:21:01,s7_sole,15:55:00,both_sides,10.0,12.0,single,none,15,185,97.8,30810.0,-14655.0,2.36,2.1,2.51,283.26,-5115.0,-14655.0,CREATIVE,
390,2026-04-03 20:21:07,s8_sole,15:55:00,both_sides,10.0,12.0,single,none,15,220,98.2,32985.0,-14655.0,2.35,2.25,2.61,247.43,-5115.0,-14655.0,CREATIVE,
391,2026-04-03 20:21:12,s5_skipwed,15:55:00,both_sides,10.0,12.0,single,none,15,122,97.5,31050.0,-3375.0,8.38,9.2,6.35,309.71,-1935.0,-3375.0,CREATIVE,
392,2026-04-03 20:21:17,s6_skipwed,15:55:00,both_sides,10.0,12.0,single,none,15,128,97.7,31470.0,-3375.0,8.24,9.32,6.42,298.2,-1935.0,-3375.0,CREATIVE,
393,2026-04-03 20:21:22,s7_skipwed,15:55:00,both_sides,10.0,12.0,single,none,15,142,97.9,32325.0,-3375.0,8.05,9.58,6.57,274.32,-1935.0,-3375.0,CREATIVE,
394,2026-04-03 20:21:27,wf_s5_prior_full,15:55:00,both_sides,10.0,12.0,single,none,15,124,98.4,16980.0,-14655.0,1.66,1.16,2.07,269.39,-7942.5,-14655.0,WF_Full,
395,2026-04-03 20:21:31,wf_s5_prior_is,15:55:00,both_sides,10.0,12.0,single,none,15,53,98.1,-3840.0,-14655.0,-0.59,-0.26,0.74,207.98,-14655.0,-14655.0,WF_IS,
396,2026-04-03 20:21:33,wf_s5_prior_oos,15:55:00,both_sides,10.0,12.0,single,none,15,71,98.6,20820.0,-1230.0,11.91,16.93,17.93,315.0,-1230.0,-1230.0,WF_OOS,
397,2026-04-03 20:21:39,wf_s5_sole_full,15:55:00,both_sides,10.0,12.0,single,none,15,158,97.5,29145.0,-14655.0,2.42,1.99,2.42,322.11,-5115.0,-14655.0,WF_Full,
398,2026-04-03 20:21:43,wf_s5_sole_is,15:55:00,both_sides,10.0,12.0,single,none,15,63,96.8,-2010.0,-14655.0,-0.29,-0.14,0.87,226.97,-7927.5,-14655.0,WF_IS,
399,2026-04-03 20:21:45,wf_s5_sole_oos,15:55:00,both_sides,10.0,12.0,single,none,15,95,97.9,31155.0,-3375.0,9.79,9.23,7.77,384.52,-2302.5,-3375.0,WF_OOS,
400,2026-04-03 20:22:42,straddle_on_zerodb_4,15:55:00,both_sides,10.0,12.0,single,none,15,68,100.0,15960.0,0.0,12.57,0,inf,234.71,0,45.0,CREATIVE,
