iteration,timestamp,idea,entry_time,direction,width,otm_distance,interval,filters,qty,num_trades,win_rate,total_pnl,max_drawdown,sharpe,calmar,profit_factor,avg_win,avg_loss,max_single_loss,verdict,notes
539,2026-04-03 21:24:04,heatmap_15:55_d7,15:55:00,both_sides,10.0,7,single,none,15,397,94.5,60600.0,-21300.0,2.85,2.85,1.93,334.6,-2948.86,-7905.0,SWEEP,
540,2026-04-03 21:24:07,heatmap_15:55_d8,15:55:00,both_sides,10.0,8,single,none,15,321,96.0,54885.0,-16230.0,3.57,3.38,2.44,302.14,-2936.54,-7905.0,SWEEP,
541,2026-04-03 21:24:11,heatmap_15:55_d9,15:55:00,both_sides,10.0,9,single,none,15,261,96.9,42060.0,-10980.0,3.5,3.83,2.54,274.15,-3412.5,-7905.0,SWEEP,
542,2026-04-03 21:24:14,heatmap_15:55_d10,15:55:00,both_sides,10.0,10,single,none,15,212,98.1,42555.0,-5640.0,6.58,7.55,5.01,255.58,-2651.25,-4110.0,SWEEP,
543,2026-04-03 21:24:18,heatmap_15:55_d11,15:55:00,both_sides,10.0,11,single,none,15,177,99.4,38175.0,-2670.0,9.66,14.3,15.3,232.07,-2670.0,-2670.0,SWEEP,
544,2026-04-03 21:24:21,heatmap_15:55_d12,15:55:00,both_sides,10.0,12,single,none,15,149,100.0,31305.0,0.0,12.75,0,inf,210.1,0,45.0,SWEEP,
545,2026-04-03 21:24:24,heatmap_15:55_d13,15:55:00,both_sides,10.0,13,single,none,15,118,100.0,21810.0,0.0,13.1,0,inf,184.83,0,45.0,SWEEP,
546,2026-04-03 21:24:28,heatmap_15:55_d14,15:55:00,both_sides,10.0,14,single,none,15,93,100.0,16560.0,0.0,12.3,0,inf,178.06,0,45.0,SWEEP,
547,2026-04-03 21:24:31,heatmap_15:55_d15,15:55:00,both_sides,10.0,15,single,none,15,77,100.0,12765.0,0.0,11.66,0,inf,165.78,0,45.0,SWEEP,
548,2026-04-03 21:24:35,heatmap_15:56_d5,15:56:00,both_sides,10.0,5,single,none,15,469,94.9,59550.0,-12570.0,1.92,4.74,1.65,339.13,-3806.88,-11460.0,SWEEP,
549,2026-04-03 21:24:38,heatmap_15:56_d6,15:56:00,both_sides,10.0,6,single,none,15,361,96.1,62220.0,-12570.0,3.12,4.95,2.42,305.66,-3131.79,-11460.0,SWEEP,
550,2026-04-03 21:24:42,heatmap_15:56_d7,15:56:00,both_sides,10.0,7,single,none,15,279,96.8,50790.0,-9825.0,4.17,5.17,2.8,292.78,-3140.0,-5130.0,SWEEP,
551,2026-04-03 21:24:45,heatmap_15:56_d8,15:56:00,both_sides,10.0,8,single,none,15,229,98.3,41385.0,-4410.0,6.04,9.38,4.38,238.33,-3060.0,-4410.0,SWEEP,
552,2026-04-03 21:24:49,heatmap_15:56_d9,15:56:00,both_sides,10.0,9,single,none,15,173,97.7,26265.0,-4410.0,4.53,5.96,3.15,227.84,-3060.0,-4410.0,SWEEP,
553,2026-04-03 21:24:52,heatmap_15:56_d10,15:56:00,both_sides,10.0,10,single,none,15,141,97.9,21495.0,-4410.0,4.78,4.87,3.49,218.37,-2880.0,-4410.0,SWEEP,
554,2026-04-03 21:24:56,heatmap_15:56_d11,15:56:00,both_sides,10.0,11,single,none,15,107,98.1,15810.0,-4410.0,4.39,3.59,3.29,216.43,-3457.5,-4410.0,SWEEP,
555,2026-04-03 21:24:59,heatmap_15:56_d12,15:56:00,both_sides,10.0,12,single,none,15,81,100.0,18195.0,0.0,11.96,0,inf,224.63,0,45.0,SWEEP,
556,2026-04-03 21:25:02,heatmap_15:56_d13,15:56:00,both_sides,10.0,13,single,none,15,60,100.0,9675.0,0.0,12.12,0,inf,161.25,0,45.0,SWEEP,
557,2026-04-03 21:25:06,heatmap_15:56_d14,15:56:00,both_sides,10.0,14,single,none,15,49,100.0,7905.0,0.0,11.36,0,inf,161.33,0,45.0,SWEEP,
558,2026-04-03 21:25:09,heatmap_15:56_d15,15:56:00,both_sides,10.0,15,single,none,15,40,100.0,6525.0,0.0,10.44,0,inf,163.12,0,45.0,SWEEP,
559,2026-04-03 21:25:13,heatmap_15:57_d5,15:57:00,both_sides,10.0,5,single,none,15,346,96.2,62790.0,-7425.0,4.16,8.46,2.91,287.39,-2531.54,-5685.0,SWEEP,
560,2026-04-03 21:25:16,heatmap_15:57_d6,15:57:00,both_sides,10.0,6,single,none,15,270,98.5,58350.0,-4935.0,7.26,11.82,7.45,253.36,-2261.25,-4935.0,SWEEP,
561,2026-04-03 21:25:19,heatmap_15:57_d7,15:57:00,both_sides,10.0,7,single,none,15,195,99.5,46830.0,-600.0,11.89,78.05,79.05,244.48,-600.0,-600.0,SWEEP,
562,2026-04-03 21:25:23,heatmap_15:57_d8,15:57:00,both_sides,10.0,8,single,none,15,153,100.0,29985.0,0.0,12.49,0,inf,195.98,0,45.0,SWEEP,
563,2026-04-03 21:25:26,heatmap_15:57_d9,15:57:00,both_sides,10.0,9,single,none,15,121,100.0,22620.0,0.0,13.68,0,inf,186.94,0,45.0,SWEEP,
564,2026-04-03 21:25:29,heatmap_15:57_d10,15:57:00,both_sides,10.0,10,single,none,15,89,100.0,16905.0,0.0,13.3,0,inf,189.94,0,45.0,SWEEP,
565,2026-04-03 21:25:33,heatmap_15:57_d11,15:57:00,both_sides,10.0,11,single,none,15,63,100.0,11160.0,0.0,13.93,0,inf,177.14,0,45.0,SWEEP,
566,2026-04-03 21:25:36,heatmap_15:57_d12,15:57:00,both_sides,10.0,12,single,none,15,49,100.0,8580.0,0.0,12.42,0,inf,175.1,0,45.0,SWEEP,
567,2026-04-03 21:25:39,heatmap_15:57_d13,15:57:00,both_sides,10.0,13,single,none,15,31,100.0,5745.0,0.0,10.46,0,inf,185.32,0,45.0,SWEEP,
568,2026-04-03 21:25:43,heatmap_15:57_d14,15:57:00,both_sides,10.0,14,single,none,15,21,100.0,4545.0,0.0,13.38,0,inf,216.43,0,45.0,SWEEP,
569,2026-04-03 21:25:46,heatmap_15:57_d15,15:57:00,both_sides,10.0,15,single,none,15,16,100.0,3795.0,0.0,14.41,0,inf,237.19,0,45.0,SWEEP,
570,2026-04-03 21:25:49,heatmap_15:58_d5,15:58:00,both_sides,10.0,5,single,none,15,224,97.3,43575.0,-3330.0,6.95,13.09,5.16,247.98,-1747.5,-3180.0,SWEEP,
571,2026-04-03 21:25:53,heatmap_15:58_d6,15:58:00,both_sides,10.0,6,single,none,15,159,97.5,27480.0,-2685.0,7.95,10.23,6.42,210.0,-1267.5,-2685.0,SWEEP,
572,2026-04-03 21:25:56,heatmap_15:58_d7,15:58:00,both_sides,10.0,7,single,none,15,115,100.0,20625.0,0.0,12.94,0,inf,179.35,0,45.0,SWEEP,
573,2026-04-03 21:25:59,heatmap_15:58_d8,15:58:00,both_sides,10.0,8,single,none,15,90,100.0,16725.0,0.0,14.14,0,inf,185.83,0,45.0,SWEEP,
574,2026-04-03 21:26:03,heatmap_15:58_d9,15:58:00,both_sides,10.0,9,single,none,15,65,100.0,11550.0,0.0,12.68,0,inf,177.69,0,45.0,SWEEP,
575,2026-04-03 21:26:06,heatmap_15:58_d10,15:58:00,both_sides,10.0,10,single,none,15,46,100.0,7320.0,0.0,13.29,0,inf,159.13,0,45.0,SWEEP,
576,2026-04-03 21:26:09,heatmap_15:58_d11,15:58:00,both_sides,10.0,11,single,none,15,28,100.0,4485.0,0.0,12.72,0,inf,160.18,0,45.0,SWEEP,
577,2026-04-03 21:26:12,heatmap_15:58_d12,15:58:00,both_sides,10.0,12,single,none,15,17,100.0,3390.0,0.0,14.2,0,inf,199.41,0,45.0,SWEEP,
578,2026-04-03 21:26:16,heatmap_15:58_d13,15:58:00,both_sides,10.0,13,single,none,15,15,100.0,2925.0,0.0,12.46,0,inf,195.0,0,45.0,SWEEP,
579,2026-04-03 21:26:19,heatmap_15:58_d14,15:58:00,both_sides,10.0,14,single,none,15,13,100.0,2685.0,0.0,11.86,0,inf,206.54,0,45.0,SWEEP,
580,2026-04-03 21:26:22,heatmap_15:58_d15,15:58:00,both_sides,10.0,15,single,none,15,9,100.0,1530.0,0.0,14.78,0,inf,170.0,0,45.0,SWEEP,
581,2026-04-03 21:26:25,heatmap_15:59_d5,15:59:00,both_sides,10.0,5,single,none,15,120,99.2,12945.0,-10635.0,1.82,1.22,2.22,198.15,-10635.0,-10635.0,SWEEP,
582,2026-04-03 21:26:29,heatmap_15:59_d6,15:59:00,both_sides,10.0,6,single,none,15,76,98.7,3840.0,-10635.0,0.7,0.36,1.36,193.0,-10635.0,-10635.0,SWEEP,
583,2026-04-03 21:26:32,heatmap_15:59_d7,15:59:00,both_sides,10.0,7,single,none,15,48,97.9,6180.0,-3360.0,4.01,1.84,2.84,202.98,-3360.0,-3360.0,SWEEP,
584,2026-04-03 21:26:35,heatmap_15:59_d8,15:59:00,both_sides,10.0,8,single,none,15,33,97.0,3180.0,-3360.0,2.47,0.95,1.95,204.38,-3360.0,-3360.0,SWEEP,
585,2026-04-03 21:26:38,heatmap_15:59_d9,15:59:00,both_sides,10.0,9,single,none,15,20,95.0,420.0,-3360.0,0.4,0.12,1.12,198.95,-3360.0,-3360.0,SWEEP,
586,2026-04-03 21:26:42,heatmap_15:59_d10,15:59:00,both_sides,10.0,10,single,none,15,16,93.8,-735.0,-3360.0,-0.83,-0.22,0.78,175.0,-3360.0,-3360.0,SWEEP,
587,2026-04-03 21:26:45,heatmap_15:59_d11,15:59:00,both_sides,10.0,11,single,none,15,12,91.7,-1365.0,-3360.0,-1.75,-0.41,0.59,181.36,-3360.0,-3360.0,SWEEP,
588,2026-04-03 21:26:48,heatmap_15:59_d12,15:59:00,both_sides,10.0,12,single,none,15,9,100.0,1380.0,0.0,11.64,0,inf,153.33,0,45.0,SWEEP,
589,2026-04-03 21:26:51,heatmap_15:59_d13,15:59:00,both_sides,10.0,13,single,none,15,6,100.0,1020.0,0.0,11.46,0,inf,170.0,0,45.0,SWEEP,
590,2026-04-03 21:26:55,heatmap_15:59_d14,15:59:00,both_sides,10.0,14,single,none,15,4,100.0,930.0,0.0,13.31,0,inf,232.5,0,45.0,SWEEP,
591,2026-04-03 21:26:58,heatmap_15:59_d15,15:59:00,both_sides,10.0,15,single,none,15,2,100.0,765.0,0.0,16.36,0,inf,382.5,0,120.0,SWEEP,
592,2026-04-04 00:48:53,ic_q15,11:00:00,both_sides,10.0,10.0,single,none,15,324,100.0,76680.0,0.0,13.6,0,inf,236.67,0,45.0,CREATIVE,
593,2026-04-04 00:49:01,ic_q20,11:00:00,both_sides,10.0,10.0,single,none,20,324,100.0,90561.0,0.0,14.07,0,inf,279.51,0,30.0,CREATIVE,
594,2026-04-04 00:49:09,ic_q25,11:00:00,both_sides,10.0,10.0,single,none,25,324,100.0,103809.0,0.0,14.31,0,inf,320.4,0,15.0,CREATIVE,
595,2026-04-04 00:49:17,ic_q30,11:00:00,both_sides,10.0,10.0,single,none,30,267,100.0,117052.0,0.0,14.26,0,inf,438.4,0,8.0,CREATIVE,
596,2026-04-04 00:49:26,wf_ic_q30_full,11:00:00,both_sides,10.0,10.0,single,none,1,267,100.0,117052.0,0.0,14.26,0,inf,438.4,0,8.0,WF_Full,
597,2026-04-04 00:49:32,wf_ic_q30_is,11:00:00,both_sides,10.0,10.0,single,none,1,166,100.0,65090.0,0.0,15.03,0,inf,392.11,0,13.0,WF_IS,
598,2026-04-04 00:49:34,wf_ic_q30_oos,11:00:00,both_sides,10.0,10.0,single,none,1,101,100.0,51962.0,0.0,13.77,0,inf,514.48,0,8.0,WF_OOS,
602,2026-04-04 00:50:50,dual_5557_d12d8,11:00:00,both_sides,10.0,10.0,single,none,1,340,100.0,69750.0,0.0,10.79,0,inf,205.15,0,45.0,CREATIVE,
603,2026-04-04 00:51:09,mega_v6,11:00:00,both_sides,10.0,10.0,single,none,1,558,100.0,121335.0,0.0,11.27,0,inf,217.45,0,45.0,CREATIVE,
610,2026-04-04 00:54:42,mega_v7_full,11:00:00,always_call,10.0,10.0,single,none,15,620,100.0,142800.0,0.0,11.65,0,inf,230.32,0,45.0,FINAL,
